,bomtitle,bomlink,year,genre_text,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
766,Spellbound,https://www.boxofficemojo.com/release/rl997426689/?ref_=bo_yld_table_167,2003,"['Comedy', 'Documentary', 'Thriller']",Comedy,Documentary,Thriller,,,,,
767,T-Rex: Back to the Cretaceous,https://www.boxofficemojo.com/release/rl2423752193/?ref_=bo_yld_table_168,2003,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
768,Far from Heaven,https://www.boxofficemojo.com/release/rl3478160897/?ref_=bo_yld_table_169,2003,['Drama'],Drama,,,,,,,
769,21 Grams,https://www.boxofficemojo.com/release/rl1547798017/?ref_=bo_yld_table_170,2003,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
770,Luther,https://www.boxofficemojo.com/release/rl1851819521/?ref_=bo_yld_table_171,2003,"['Biography', 'Drama', 'History']",Biography,Drama,History,,,,,
771,Frida,https://www.boxofficemojo.com/release/rl978683393/?ref_=bo_yld_table_172,2003,"['Biography', 'Drama', 'Romance']",Biography,Drama,Romance,,,,,
772,The Human Stain,https://www.boxofficemojo.com/release/rl2253948417/?ref_=bo_yld_table_173,2003,"['Drama', 'Romance', 'Thriller']",Drama,Romance,Thriller,,,,,
773,Grind,https://www.boxofficemojo.com/release/rl2824308225/?ref_=bo_yld_table_174,2003,"['Adventure', 'Comedy', 'Sport']",Adventure,Comedy,Sport,,,,,
774,Rabbit-Proof Fence,https://www.boxofficemojo.com/release/rl2674558465/?ref_=bo_yld_table_175,2003,"['Adventure', 'Biography', 'Drama', 'History']",Adventure,Biography,Drama,History,,,,
775,The Barbarian Invasions,https://www.boxofficemojo.com/release/rl2136901121/?ref_=bo_yld_table_176,2003,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",Comedy,Crime,Drama,Mystery,Romance,,,
776,Big Fish,https://www.boxofficemojo.com/release/rl289900033/?ref_=bo_yld_table_177,2003,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Adventure,Drama,Fantasy,Romance,,,,
777,From Justin to Kelly,https://www.boxofficemojo.com/release/rl408258049/?ref_=bo_yld_table_178,2003,"['Comedy', 'Musical', 'Romance']",Comedy,Musical,Romance,,,,,
778,In the Cut,https://www.boxofficemojo.com/release/rl609912321/?ref_=bo_yld_table_179,2003,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
779,Spirited Away,https://www.boxofficemojo.com/release/rl661882369/?ref_=bo_yld_table_180,2003,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",Adventure,Animation,Family,Fantasy,Mystery,,,
780,Thirteen,https://www.boxofficemojo.com/release/rl1584694785/?ref_=bo_yld_table_181,2003,['Drama'],Drama,,,,,,,
781,City of God,https://www.boxofficemojo.com/release/rl3695937025/?ref_=bo_yld_table_182,2003,"['Crime', 'Drama']",Crime,Drama,,,,,,
782,The Magdalene Sisters,https://www.boxofficemojo.com/release/rl2774566401/?ref_=bo_yld_table_183,2003,['Drama'],Drama,,,,,,,
783,The Station Agent,https://www.boxofficemojo.com/release/rl2574484993/?ref_=bo_yld_table_184,2003,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
784,Beyond Borders,https://www.boxofficemojo.com/release/rl3561260545/?ref_=bo_yld_table_185,2003,"['Adventure', 'Drama', 'Romance', 'War']",Adventure,Drama,Romance,War,,,,
785,Treasure Planet,https://www.boxofficemojo.com/release/rl2759296513/?ref_=bo_yld_table_186,2003,"['Adventure', 'Animation', 'Family', 'Sci-Fi']",Adventure,Animation,Family,Sci-Fi,,,,
786,The Real Cancun,https://www.boxofficemojo.com/release/rl644711937/?ref_=bo_yld_table_187,2003,['Documentary'],Documentary,,,,,,,
787,Better Luck Tomorrow,https://www.boxofficemojo.com/release/rl3762587137/?ref_=bo_yld_table_188,2003,"['Crime', 'Drama', 'Romance']",Crime,Drama,Romance,,,,,
788,In America,https://www.boxofficemojo.com/release/rl2975565313/?ref_=bo_yld_table_189,2003,['Drama'],Drama,,,,,,,
789,Step Into Liquid,https://www.boxofficemojo.com/release/rl3815998977/?ref_=bo_yld_table_190,2003,"['Documentary', 'Sport']",Documentary,Sport,,,,,,
790,Laurel Canyon,https://www.boxofficemojo.com/release/rl3898574337/?ref_=bo_yld_table_191,2003,['Drama'],Drama,,,,,,,
791,The Secret Lives of Dentists,https://www.boxofficemojo.com/release/rl326010369/?ref_=bo_yld_table_192,2003,['Drama'],Drama,,,,,,,
792,The Good Thief,https://www.boxofficemojo.com/release/rl3394536961/?ref_=bo_yld_table_193,2003,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",Action,Crime,Drama,Romance,Thriller,,,
793,Analyze That,https://www.boxofficemojo.com/release/rl3963848193/?ref_=bo_yld_table_194,2003,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
794,Anything Else,https://www.boxofficemojo.com/release/rl1883407873/?ref_=bo_yld_table_195,2003,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
795,Mambo Italiano,https://www.boxofficemojo.com/release/rl3881862657/?ref_=bo_yld_table_196,2003,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
796,Capturing the Friedmans,https://www.boxofficemojo.com/release/rl1984464385/?ref_=bo_yld_table_197,2003,"['Biography', 'Documentary']",Biography,Documentary,,,,,,
797,The Guru,https://www.boxofficemojo.com/release/rl3981936129/?ref_=bo_yld_table_198,2003,"['Comedy', 'Music', 'Romance']",Comedy,Music,Romance,,,,,
798,The Visual Bible: The Gospel of John,https://www.boxofficemojo.com/release/rl1029146113/?ref_=bo_yld_table_199,2003,"['Biography', 'Drama', 'History']",Biography,Drama,History,,,,,
799,Mambo Italiano other version,https://www.boxofficemojo.com/release/rl3865085441/?ref_=bo_yld_table_200,2003,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
