,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics
73,2004,64,Resident Evil: Apocalypse,http://www.boxofficemojo.com/movies/?id=residentevilapocalypse.htm,51201453,78193382,94,45000000,1,0,1,0,,http://www.imdb.com/title/tt0318627/,SGem,51201453,3284,23036273,3284,1,5,matched (3),0,20,matched (3),4,matched (3),35,313.29999,6.1999998,3.9967999,matched (3),Resident Evil: Apocalypse,,,,,0,"September 10, 2004","November 4, 2004",10
74,2005,35,Sahara,http://www.boxofficemojo.com/movies/?id=sahara.htm,68671925,50597561,124,130000000,1,0,0,0,,http://www.imdb.com/title/tt0318649/,Par.,68671925,3200,18068372,3154,0,4,matched (3),0,9,matched (3),4,matched (3),41,193.8,6,3.2850001,matched (3),Sahara,0,0,0,0,0,"April 8, 2005","August 4, 2005",10
75,2004,101,The Alamo (2004),http://www.boxofficemojo.com/movies/?id=alamo.htm,22414961,3405000,137,107000000,1,0,0,0,,http://www.imdb.com/title/tt0318974/,BV,22414961,2609,9124701,2609,0,1,matched (3),,,master only (1),4,matched (3),47,79.400002,6,3.8410001,matched (3),The Alamo,0,0,0,0,0,"April 9, 2004","July 22, 2004",10
76,2004,7,The Day After Tomorrow,http://www.boxofficemojo.com/movies/?id=dayaftertomorrow.htm,186740799,357531603,124,125000000,1,0,0,0,,http://www.imdb.com/title/tt0319262/,Fox,186740799,3444,68743584,3425,0,1,matched (3),0,41,matched (3),4,matched (3),47,486.29999,6.4000001,3.09936,matched (3),The Day After Tomorrow,0,0,0,0,0,"May 28, 2004","November 4, 2004",10
77,2005,63,Kingdom of Heaven,http://www.boxofficemojo.com/movies/?id=kingdomofheaven.htm,47398413,164253638,145,130000000,1,0,1,0,,http://www.imdb.com/title/tt0320661/,Fox,47398413,3219,19635996,3216,0,5,matched (3),0,38,matched (3),5,matched (3),63,100.7,7.1999998,3.06724,matched (3),Kingdom of Heaven,0,0,0,0,0,"May 6, 2005","September 1, 2005",10
78,2004,111,Laws of Attraction,http://www.boxofficemojo.com/movies/?id=lawsofattraction.htm,17871255,12144910,87,32000000,0,0,0,0,,http://www.imdb.com/title/tt0323033/,NL,17871255,2449,6728905,2449,1,3,matched (3),0,3,matched (3),2,matched (3),38,88,5.9000001,3.29601,matched (3),Laws of Attraction,,,,,0,"April 30, 2004","June 17, 2004",10
79,2004,148,Suspect Zero,http://www.boxofficemojo.com/movies/?id=suspectzero.htm,8725813,2690262,100,27000000,1,0,1,0,,http://www.imdb.com/title/tt0324127/,Par.,8725813,1501,3446375,1500,0,3,matched (3),,,master only (1),4,matched (3),37,211.7,5.9000001,3.5239999,matched (3),Suspect Zero,0,0,0,0,0,"August 27, 2004","October 21, 2004",10
80,2004,132,Wicker Park,http://www.boxofficemojo.com/movies/?id=wickerpark.htm,13001257,8567561,115,,1,0,0,0,,http://www.imdb.com/title/tt0324554/,MGM,13001257,2598,5467281,2598,0,1,matched (3),0,1,matched (3),4,matched (3),40,237.89999,7,3.5250001,matched (3),Wicker Park,0,0,0,0,0,"September 3, 2004","October 7, 2004",10
81,2004,128,Envy,http://www.boxofficemojo.com/movies/?id=envy.htm,13562325,1019440,99,40000000,0,0,0,0,,http://www.imdb.com/title/tt0326856/,DW,13562325,2445,6160886,2445,0,1,matched (3),0,1,matched (3),1,matched (3),31,266.60001,4.8000002,4.3455601,matched (3),Envy,0,0,0,0,0,"April 30, 2004","June 27, 2004",10
82,2005,146,The Great Raid,http://www.boxofficemojo.com/movies/?id=greatraid.htm,10167373,601938,132,80000000,0,0,1,0,,http://www.imdb.com/title/tt0326905/,Mira.,10167373,920,3376009,819,0,2,matched (3),0,1,matched (3),3,matched (3),48,132.7,6.6999998,3.19911,matched (3),The Great Raid,0,0,0,0,0,"August 12, 2005","October 20, 2005",10
83,2004,198,I'm Not Scared,http://www.boxofficemojo.com/movies/?id=imnotscared.htm,1615328,5739090,110,,0,0,1,0,,http://www.imdb.com/title/tt0326977/,Mira.,1615328,63,48292,4,1,3,matched (3),1,29,matched (3),4,matched (3),73,148.60001,7.5,2.188,matched (3),I'm Not Scared,,,,,0,"April 9, 2004","September 2, 2004",10
84,2006,11,Over the Hedge,http://www.boxofficemojo.com/movies/?id=overthehedge.htm,155019340,180983656,87,,0,0,0,0,,http://www.imdb.com/title/tt0327084/,P/DW,155019340,4093,38457003,4059,0,1,matched (3),0,33,matched (3),4,matched (3),67,296.60001,6.6999998,2.6136,matched (3),Over the Hedge,0,0,0,0,1,"May 19, 2006","September 4, 2006",10
85,2004,50,The Stepford Wives,http://www.boxofficemojo.com/movies/?id=stepfordwives.htm,59484742,42516884,93,90000000,1,0,0,0,,http://www.imdb.com/title/tt0327162/,Par.,59484742,3057,21406781,3057,0,1,matched (3),0,2,matched (3),3,matched (3),42,237.2,5.3000002,3.8792901,matched (3),The Stepford Wives,0,0,0,0,0,"June 11, 2004","September 16, 2004",10
86,2004,119,The Whole Ten Yards,http://www.boxofficemojo.com/movies/?id=wholetenyards.htm,16328471,9827310,99,40000000,1,0,0,0,,http://www.imdb.com/title/tt0327247/,WB,16328471,2654,6685381,2654,0,1,matched (3),0,1,matched (3),3,matched (3),24,249.8,5.5,3.66225,matched (3),The Whole Ten Yards,0,0,0,0,0,"April 9, 2004","June 27, 2004",10
87,2004,97,Around the World in 80 Days,http://www.boxofficemojo.com/movies/?id=aroundtheworldin80days.htm,24008137,48170758,120,110000000,1,0,0,0,,http://www.imdb.com/title/tt0327437/,BV,24008137,2801,7576132,2801,0,4,matched (3),0,1,matched (3),3,matched (3),49,234.5,5.9000001,3.2535999,matched (3),Around the World in 80 Days,0,0,0,0,0,"June 16, 2004","September 16, 2004",10
88,2004,75,Catwoman,http://www.boxofficemojo.com/movies/?id=catwoman.htm,40202379,41900000,104,100000000,1,0,0,0,,http://www.imdb.com/title/tt0327554/,WB,40202379,3117,16728411,3117,0,1,matched (3),0,21,matched (3),5,matched (3),27,229.3,3.3,5.8843098,matched (3),Catwoman,0,0,0,0,0,"July 23, 2004","October 20, 2004",10
89,2009,43,Coraline,http://www.boxofficemojo.com/movies/?id=coraline.htm,75286229,49310169,100,60000000,0,0,0,0,,http://www.imdb.com/title/tt0327597/,Focus,75286229,2320,16849640,2299,0,1,matched (3),1,76,matched (3),3,matched (3),80,141.8,7.6999998,2.4484,matched (3),Coraline,0,0,0,0,1,"February 6, 2009","July 2, 2009",10
90,2004,100,Ella Enchanted,http://www.boxofficemojo.com/movies/?id=ellaenchanted.htm,22918387,4470380,95,31000000,0,0,0,0,,http://www.imdb.com/title/tt0327679/,Mira.,22918387,2149,6169030,1931,0,3,matched (3),,,master only (1),4,matched (3),53,187.2,6.3000002,3.9783101,matched (3),Ella Enchanted,0,0,0,0,0,"April 9, 2004","August 12, 2004",10
91,2004,34,Man on Fire,http://www.boxofficemojo.com/movies/?id=manonfire.htm,77911774,52381940,146,70000000,1,0,1,0,,http://www.imdb.com/title/tt0328107/,Fox,77911774,2986,22751490,2980,0,2,matched (3),0,8,matched (3),4,matched (3),47,308.39999,7.6999998,2.2151999,matched (3),Man on Fire,0,0,0,0,0,"April 21, 2004","September 6, 2004",10
92,2004,105,Torque,http://www.boxofficemojo.com/movies/?id=torque.htm,21215059,25331138,81,40000000,1,0,0,0,,http://www.imdb.com/title/tt0329691/,WB,21215059,2463,9970557,2463,0,1,matched (3),0,8,matched (3),3,matched (3),41,516.79999,4.0999999,6.7552199,matched (3),Torque,0,1,1,0,0,"January 16, 2004","April 8, 2004",10
93,2005,97,XXX: State of the Union,http://www.boxofficemojo.com/movies/?id=xxx2.htm,26873932,44148761,93,,1,0,0,0,,http://www.imdb.com/title/tt0329774/,SonR,26873932,3480,12712272,3480,0,1,matched (3),0,1,matched (3),4,matched (3),37,336.20001,4.4000001,4.4476399,matched (3),xXx: State of the Union,0,0,0,0,0,"April 29, 2005","May 30, 2005",10
94,2005,3,Harry Potter and the Goblet of Fire,http://www.boxofficemojo.com/movies/?id=harrypotter4.htm,290013036,606898042,153,150000000,1,0,0,0,,http://www.imdb.com/title/tt0330373/,WB,290013036,3858,102685961,3858,1,2,matched (3),1,114,matched (3),4,matched (3),81,163,7.6999998,2.7611101,matched (3),Harry Potter and the Goblet of Fire,0,0,0,0,0,"November 18, 2005","April 6, 2006",10
95,2004,83,The Punisher,http://www.boxofficemojo.com/movies/?id=punisher.htm,33810189,20889916,119,33000000,0,0,1,0,,http://www.imdb.com/title/tt0330793/,Lions,33810189,2649,13834527,2649,0,2,matched (3),0,7,matched (3),4,matched (3),33,454.10001,6.5,3.5940001,matched (3),The Punisher,0,0,0,0,0,"April 16, 2004","July 22, 2004",10
96,2004,31,Scooby-Doo 2: Monsters Unleashed,http://www.boxofficemojo.com/movies/?id=scoobydoo2.htm,84216833,97250000,87,,1,0,0,0,,http://www.imdb.com/title/tt0331632/,WB,84216833,3312,29438331,3312,0,2,matched (3),0,3,matched (3),6,matched (3),34,234.8,5,5.5120001,matched (3),Scooby-Doo 2: Monsters Unleashed,0,0,0,0,0,"March 26, 2004","August 26, 2004",10
97,2005,114,Man of the House,http://www.boxofficemojo.com/movies/?id=manofthehouse05.htm,19699706,1877918,97,,1,0,0,0,,http://www.imdb.com/title/tt0331933/,Sony,19699706,2422,8917251,2422,0,1,matched (3),,,master only (1),2,matched (3),35,208.8,5.4000001,3.9000001,matched (3),Man of the House,0,0,0,0,0,"February 25, 2005","April 7, 2005",10
98,2004,160,The Clearing,http://www.boxofficemojo.com/movies/?id=clearing.htm,5763875,6756924,95,,1,0,1,0,,http://www.imdb.com/title/tt0331952/,FoxS,5763875,449,472781,56,0,2,matched (3),0,2,matched (3),3,matched (3),60,88.300003,5.9000001,2.8943999,matched (3),The Clearing,0,0,0,0,0,"July 2, 2004","October 10, 2004",10
99,2004,164,Club Dread,http://www.boxofficemojo.com/movies/?id=clubdread.htm,5001708,2564099,103,,1,0,1,0,,http://www.imdb.com/title/tt0331953/,FoxS,5001708,1807,3035688,1807,0,1,matched (3),,,master only (1),3,matched (3),45,290.10001,5.6999998,5.0212002,matched (3),Club Dread,0,1,1,0,0,"February 27, 2004","May 27, 2004",10
100,2005,69,Fever Pitch,http://www.boxofficemojo.com/movies/?id=feverpitch.htm,42071069,8380238,98,30000000,1,0,0,0,,http://www.imdb.com/title/tt0332047/,Fox,42071069,3275,12400125,3267,0,2,matched (3),0,12,matched (3),4,matched (3),56,462,6.1999998,3.5248001,matched (3),Fever Pitch,0,0,0,0,1,"April 8, 2005","August 7, 2005",10
101,2004,32,The Notebook,http://www.boxofficemojo.com/movies/?id=notebook.htm,81001787,34601442,124,29000000,0,0,0,0,,http://www.imdb.com/title/tt0332280/,NL,81001787,2323,13464745,2303,0,1,matched (3),0,27,matched (3),2,matched (3),53,272.70001,7.9000001,3.2783999,matched (3),The Notebook,0,0,0,0,0,"June 25, 2004","November 21, 2004",10
102,2004,147,Saved!,http://www.boxofficemojo.com/movies/?id=saved.htm,8940582,1216351,93,5000000,0,0,0,0,,http://www.imdb.com/title/tt0332375/,UA,8940582,592,345136,20,0,2,matched (3),0,8,matched (3),2,matched (3),62,258.5,6.8000002,3.9898,matched (3),Saved!,0,0,0,0,0,"May 28, 2004","September 2, 2004",10
103,2004,13,Troy,http://www.boxofficemojo.com/movies/?id=troy.htm,133378256,364031596,163,175000000,1,0,1,0,,http://www.imdb.com/title/tt0332452/,WB,133378256,3411,46865412,3411,0,3,matched (3),1,43,matched (3),1,matched (3),56,250.5,7.1999998,2.9988401,matched (3),Troy,0,0,0,0,0,"May 14, 2004","September 30, 2004",10
104,2004,113,My Baby's Daddy,http://www.boxofficemojo.com/movies/?id=mybabysdaddy.htm,17669317,821106,86,12000000,0,0,0,0,,http://www.imdb.com/title/tt0332712/,Mira.,17669317,1448,7548819,1447,0,1,matched (3),,,master only (1),1,matched (3),23,185.60001,4.5999999,7.1371999,matched (3),My Baby's Daddy,1,1,1,1,0,"January 9, 2004","May 6, 2004",10
105,2004,93,Garden State,http://www.boxofficemojo.com/movies/?id=gardenstate.htm,26782316,9043000,109,2500000,1,0,1,0,,http://www.imdb.com/title/tt0333766/,FoxS,26782316,813,201115,9,0,1,matched (3),1,56,matched (3),3,matched (3),67,60.700001,7.5,3.48175,matched (3),Garden State,0,0,0,0,0,"July 28, 2004","January 27, 2005",10
106,2004,124,Godsend,http://www.boxofficemojo.com/movies/?id=godsend.htm,14379751,15734736,102,25000000,0,0,0,0,,http://www.imdb.com/title/tt0335121/,Lions,14379751,2323,6800617,2323,0,2,matched (3),,,master only (1),4,matched (3),24,125,4.8000002,3.4619999,matched (3),"Godsend, expérience interdite",0,0,0,0,0,"April 30, 2004","July 22, 2004",10
107,2004,76,The Ladykillers,http://www.boxofficemojo.com/movies/?id=ladykillers.htm,39799191,36948250,104,35000000,1,0,1,0,,http://www.imdb.com/title/tt0335245/,BV,39799191,1589,12634563,1583,0,1,matched (3),1,12,matched (3),3,matched (3),56,356.60001,6.1999998,3.1368001,matched (3),The Ladykillers,0,0,0,0,1,"March 26, 2004","July 15, 2004",10
108,2004,3,The Passion of the Christ,http://www.boxofficemojo.com/movies/?id=passionofthechrist.htm,370274604,241116490,126,30000000,0,0,1,0,,http://www.imdb.com/title/tt0335345/,NM,370274604,3408,83848082,3043,0,1,matched (3),1,66,matched (3),1,matched (3),47,663.90002,7.1999998,6.3491998,matched (3),The Passion of the Christ,0,0,0,0,0,"February 25, 2004","July 29, 2004",10
109,2004,26,Starsky and Hutch,http://www.boxofficemojo.com/movies/?id=starskyandhutch.htm,88237754,82030996,97,60000000,1,0,0,0,,http://www.imdb.com/title/tt0335438/,WB,88237754,3185,28103367,3185,0,1,matched (3),0,18,matched (3),2,matched (3),55,211.89999,6.0999999,2.77759,matched (3),Starsky & Hutch,0,1,1,1,0,"March 5, 2004","July 15, 2004",10
110,2004,115,Win a Date with Tad Hamilton!,http://www.boxofficemojo.com/movies/?id=winadatewithtadhamilton.htm,17071962,4206494,96,22000000,0,0,0,0,,http://www.imdb.com/title/tt0335559/,DW,17071962,2808,7320066,2711,0,1,matched (3),0,9,matched (3),2,matched (3),52,58,5.5999999,3.9122,matched (3),Win a Date with Tad Hamilton!,0,0,0,0,0,"January 23, 2004","April 2, 2004",10
111,2004,56,13 Going on 30,http://www.boxofficemojo.com/movies/?id=13goingon30.htm,57231747,39223950,97,37000000,1,0,0,0,,http://www.imdb.com/title/tt0337563/,SonR,57231747,3453,21054283,3438,0,1,matched (3),0,14,matched (3),3,matched (3),57,235.2,6.1999998,3.5478401,matched (3),13 Going on 30,0,0,0,0,0,"April 23, 2004","August 19, 2004",10
112,2004,46,Barbershop 2: Back in Business,http://www.boxofficemojo.com/movies/?id=barbershop2.htm,65111277,860036,106,30000000,1,0,0,0,,http://www.imdb.com/title/tt0337579/,MGM,65111277,2711,24241612,2711,0,1,matched (3),0,13,matched (3),2,matched (3),59,307,5.8000002,4.2328401,matched (3),Barbershop 2: Back in Business,0,1,1,1,0,"February 6, 2004","June 10, 2004",10
113,2004,92,The Prince and Me,http://www.boxofficemojo.com/movies/?id=princeandme.htm,28176497,9490269,111,22000000,1,0,0,0,,http://www.imdb.com/title/tt0337697/,Par.,28176497,2711,9406378,2682,0,2,matched (3),0,1,matched (3),3,matched (3),47,184.10001,5.9000001,4.2371998,matched (3),The Prince and Me,1,0,1,0,0,"April 2, 2004","June 24, 2004",10
114,2004,191,Santa Vs. the Snowman - Season 3 (IMAX),http://www.boxofficemojo.com/movies/?id=santavsthesnowman3.htm,1926034,2317721,,,0,0,0,1,,http://www.imdb.com/title/tt0337714/,Imax,1926034,24,,,0,1,matched (3),0,7,matched (3),4,matched (3),,,6.5999999,5.9624,matched (3),Santa vs. the Snowman 3D,0,0,0,0,0,"October 22, 2004",,0
115,2004,163,Birth,http://www.boxofficemojo.com/movies/?id=birth.htm,5095038,18830454,100,20000000,0,0,1,0,,http://www.imdb.com/title/tt0337876/,NL,5095038,550,1705577,550,0,4,matched (3),1,21,matched (3),4,matched (3),50,576.40002,6.0999999,4.65483,matched (3),Birth,0,0,0,0,0,"October 29, 2004","January 13, 2005",10
116,2004,118,Catch That Kid,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,16703799,226963,92,12000000,1,0,0,0,,http://www.imdb.com/title/tt0337917/,Fox,16703799,2848,5824860,2847,0,2,matched (3),,,master only (1),2,matched (3),33,387.79999,5.3000002,5.8282199,matched (3),Catch That Kid,0,0,0,0,0,"February 6, 2004","May 13, 2004",10
117,2004,87,Cellular,http://www.boxofficemojo.com/movies/?id=cellular.htm,32003620,24419067,95,25000000,0,0,0,0,,http://www.imdb.com/title/tt0337921/,NL,32003620,2763,10100571,2749,0,2,matched (3),0,1,matched (3),3,matched (3),60,117.4,6.5,2.8842499,matched (3),Cellular,0,0,0,0,0,"September 10, 2004","December 12, 2004",10
118,2007,17,Live Free or Die Hard,http://www.boxofficemojo.com/movies/?id=diehard4.htm,134529403,249002061,130,110000000,1,0,0,0,,http://www.imdb.com/title/tt0337978/,Fox,134529403,3411,33369559,3408,0,2,matched (3),0,25,matched (3),3,matched (3),69,110.5,7.0999999,2.95118,matched (3),Live Free or Die Hard,0,0,0,0,0,"June 27, 2007","November 8, 2007",10
119,2004,80,Eternal Sunshine of the Spotless Mind,http://www.boxofficemojo.com/movies/?id=eternalsunshine.htm,34400301,37857825,108,20000000,0,0,1,0,,http://www.imdb.com/title/tt0338013/,Focus,34400301,1357,8175198,1353,0,1,matched (3),1,229,matched (3),4,matched (3),89,53,8.3000002,2.86409,matched (3),Eternal Sunshine of the Spotless Mind,0,0,0,0,0,"March 19, 2004","July 29, 2004",10
120,2005,175,High Tension,http://www.boxofficemojo.com/movies/?id=hightension.htm,3681066,2610892,85,,0,0,1,0,,http://www.imdb.com/title/tt0338095/,Lions,3681066,1323,1897705,1323,1,3,matched (3),0,12,matched (3),1,matched (3),42,344.60001,6.8000002,4.0888801,matched (3),High Tension,0,0,0,0,0,"June 10, 2005","June 30, 2005",10
121,2004,126,Dirty Dancing: Havana Nights,http://www.boxofficemojo.com/movies/?id=dirtydancing2.htm,14161590,13523426,86,25000000,0,0,0,0,,http://www.imdb.com/title/tt0338096/,Lions,14161590,2042,5811325,2042,0,1,matched (3),,,master only (1),2,matched (3),39,238,6,5.6900001,matched (3),Dirty Dancing: Havana Nights,0,0,0,0,0,"February 27, 2004","April 22, 2004",10
122,2007,175,Lucky You,http://www.boxofficemojo.com/movies/?id=luckyyou.htm,5758950,2623527,124,,1,0,0,0,,http://www.imdb.com/title/tt0338216/,WB,5758950,2525,2710445,2525,0,3,matched (3),0,1,matched (3),3,matched (3),49,340.79999,5.9000001,3.3896,matched (3),Lucky You,0,0,0,0,0,"May 4, 2007","July 5, 2007",10
123,2004,121,Paparazzi,http://www.boxofficemojo.com/movies/?id=paparazzi.htm,15714234,1082278,84,,1,0,0,0,,http://www.imdb.com/title/tt0338325/,Fox,15714234,2153,6146262,2115,0,1,matched (3),,,master only (1),4,matched (3),38,125.2,5.8000002,4.0160398,matched (3),Paparazzi,0,0,0,0,0,"September 3, 2004","November 18, 2004",10
124,2004,10,The Polar Express,http://www.boxofficemojo.com/movies/?id=polarexpress.htm,162775358,124140582,100,165000000,1,1,0,0,,http://www.imdb.com/title/tt0338348/,WB,162775358,3650,23323463,3650,0,1,matched (3),1,66,matched (3),4,matched (3),61,549.29999,6.5999999,3.5316,matched (3),The Polar Express,0,0,0,0,0,"November 10, 2004","March 10, 2005",10
125,2005,143,Shopgirl,http://www.boxofficemojo.com/movies/?id=shopgirl.htm,10284523,1303682,104,,1,0,1,0,,http://www.imdb.com/title/tt0338427/,BV,10284523,493,229685,8,0,1,matched (3),0,8,matched (3),2,matched (3),62,79.599998,6.4000001,4.01756,matched (3),Shopgirl,0,0,0,0,0,"October 21, 2005","March 23, 2006",10
126,2004,109,Two Brothers,http://www.boxofficemojo.com/movies/?id=twobrothers.htm,19176754,42995296,105,,1,0,0,0,,http://www.imdb.com/title/tt0338512/,Uni.,19176754,2181,6144160,2175,1,2,matched (3),0,3,matched (3),3,matched (3),63,324.70001,7.0999999,3.3292,matched (3),Two Brothers,,,,,0,"June 25, 2004","September 9, 2004",10
127,2004,16,Van Helsing,http://www.boxofficemojo.com/movies/?id=vanhelsing.htm,120177084,180080391,130,160000000,1,0,0,0,,http://www.imdb.com/title/tt0338526/,Uni.,120177084,3580,51748040,3575,0,2,matched (3),0,27,matched (3),2,matched (3),35,738.29999,6.0999999,4.2588,matched (3),Van Helsing,0,0,0,0,0,"May 7, 2004","August 26, 2004",10
128,2004,22,The Aviator,http://www.boxofficemojo.com/movies/?id=aviator.htm,102610330,111131129,168,110000000,0,0,0,0,,http://www.imdb.com/title/tt0338751/,Mira.,102610330,2530,858021,40,0,2,matched (3),1,313,matched (3),2,matched (3),77,220,7.5,2.3822501,matched (3),The Aviator,0,0,0,0,0,"December 17, 2004","June 2, 2005",10
129,2004,18,Lemony Snicket's A Series of Unfortunate Events,http://www.boxofficemojo.com/movies/?id=lemonysnicket.htm,118634549,90439096,113,140000000,1,0,0,0,,http://www.imdb.com/title/tt0339291/,Par.,118634549,3623,30061756,3620,0,2,matched (3),1,59,matched (3),4,matched (3),62,117.7,6.8000002,3.0050399,matched (3),A Series of Unfortunate Events,0,0,0,0,1,"December 17, 2004","April 28, 2005",10
130,2004,103,Mr. 3000,http://www.boxofficemojo.com/movies/?id=mr3000.htm,21811187,28190,104,,1,0,0,0,,http://www.imdb.com/title/tt0339412/,BV,21811187,2736,8679028,2736,0,1,matched (3),0,6,matched (3),4,matched (3),57,130.89999,5.5,3.1277499,matched (3),Mr 3000,0,1,1,1,0,"September 17, 2004","December 23, 2004",10
