,Unnamed: 0,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics,year_week_average_gross,year_week_average_totalmovies
1694,1694,2013,134,Battle of the Year,http://www.boxofficemojo.com/movies/?id=planetbboy3d.htm,8888355,7661122.0,109.0,20000000.0,1,0,0,0,,http://www.imdb.com/title/tt1532958/,SGem,8888355,2008,4603177.0,2008.0,0.0,1.0,matched (3),0.0,1.0,matched (3),2.0,matched (3),29.0,335.29999,5.0999999,7.763199799999999,matched (3),Battle of the Year,0.0,1.0,1.0,0.0,0,2013-09-20,2013-10-20,10,160765568.0,94.333336
1695,1695,2013,38,Elysium,http://www.boxofficemojo.com/movies/?id=elysium.htm,93050117,193090583.0,109.0,115000000.0,0,0,1,0,,http://www.imdb.com/title/tt1535108/,TriS,93050117,3284,29807393.0,3284.0,0.0,1.0,matched (3),0.0,48.0,matched (3),4.0,matched (3),61.0,283.0,6.599999900000001,2.4519999,matched (3),Elysium,0.0,0.0,0.0,0.0,0,2013-08-09,2013-11-24,10,160765568.0,94.333336
1696,1696,2013,32,Captain Phillips,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,107100855,111690956.0,134.0,55000000.0,1,0,0,0,,http://www.imdb.com/title/tt1535109/,Sony,107100855,3143,25718314.0,3020.0,0.0,1.0,matched (3),1.0,219.0,matched (3),3.0,matched (3),83.0,172.3,7.8000002,1.6936001,matched (3),Captain Phillips,0.0,0.0,0.0,0.0,0,2013-10-11,2014-03-02,10,160765568.0,94.333336
1697,1697,2012,200,Air Racers 3D,http://www.boxofficemojo.com/movies/?id=airracers.htm,1309987,,40.0,,0,0,0,1,,http://www.imdb.com/title/tt1535421/,3D,1309987,10,,,0.0,1.0,matched (3),,,master only (1),5.0,matched (3),,,7.0,4.467999900000001,matched (3),Air Racers 3D,0.0,0.0,0.0,0.0,1,2012-04-06,2012-09-09,0,160765568.0,94.333336
1698,1698,2012,51,Hope Springs,http://www.boxofficemojo.com/movies/?id=greathopesprings.htm,63536011,50745040.0,121.0,,1,0,0,0,,http://www.imdb.com/title/tt1535438/,Sony,63536011,2441,14650121.0,2361.0,0.0,1.0,matched (3),1.0,7.0,matched (3),3.0,matched (3),65.0,200.3,6.3000002,2.8740001,matched (3),Hope Springs,0.0,0.0,0.0,0.0,1,2012-08-08,2012-10-21,10,160765568.0,94.333336
1699,1699,2010,40,Paranormal Activity 2,http://www.boxofficemojo.com/movies/?id=paranormalactivity2.htm,84752907,92759125.0,91.0,3000000.0,1,0,1,0,,http://www.imdb.com/title/tt1536044/,Par.,84752907,3239,40678424.0,3216.0,0.0,1.0,matched (3),0.0,2.0,matched (3),1.0,matched (3),53.0,398.70001,5.6999998,4.6079998,matched (3),Paranormal Activity 2,0.0,0.0,0.0,0.0,0,2010-10-22,2011-01-20,10,160765568.0,94.333336
1700,1700,2013,90,The Mortal Instruments: City of Bones,http://www.boxofficemojo.com/movies/?id=mortalinstruments.htm,31165421,64231152.0,120.0,60000000.0,1,0,0,0,,http://www.imdb.com/title/tt1538403/,SGem,31165421,3118,9336957.0,3118.0,0.0,3.0,matched (3),0.0,72.0,matched (3),4.0,matched (3),33.0,132.0,5.9000001,5.95121,matched (3),The Mortal Instruments: City of Bones,0.0,0.0,0.0,0.0,0,2013-08-21,2013-10-06,10,160765568.0,94.333336
1701,1701,2012,128,Playing for Keeps,http://www.boxofficemojo.com/movies/?id=playingthefield.htm,13102272,,95.0,,0,0,0,0,,http://www.imdb.com/title/tt1540128/,FD,13102272,2840,5750288.0,2837.0,0.0,1.0,matched (3),0.0,3.0,matched (3),3.0,matched (3),27.0,221.0,5.6999998,3.3792,matched (3),Playing for Keeps,0.0,0.0,0.0,0.0,0,2012-12-07,2013-02-21,10,160765568.0,94.333336
1702,1702,2011,153,The Guard,http://www.boxofficemojo.com/movies/?id=guard.htm,5360274,14200000.0,96.0,6000000.0,1,0,1,0,,http://www.imdb.com/title/tt1540133/,SPC,5360274,203,76834.0,4.0,1.0,1.0,matched (3),1.0,45.0,matched (3),3.0,matched (3),78.0,70.5,7.3000002,2.2628901000000003,matched (3),The Guard,,,,,0,2011-07-29,2012-02-09,10,160765568.0,94.333336
1703,1703,2011,199,Snow Flower and the Secret Fan,http://www.boxofficemojo.com/movies/?id=snowflower.htm,1348205,10000000.0,120.0,6000000.0,1,0,0,0,,http://www.imdb.com/title/tt1541995/,FoxS,1348205,116,134005.0,24.0,1.0,2.0,matched (3),0.0,1.0,matched (3),2.0,matched (3),42.0,129.7,6.0999999,4.9868102,matched (3),Der Seidenfächer,0.0,1.0,1.0,0.0,0,2011-07-15,2011-09-29,10,160765568.0,94.333336
1704,1704,2010,119,127 Hours,http://www.boxofficemojo.com/movies/?id=127hours.htm,18335230,42403567.0,93.0,18000000.0,1,0,1,0,,http://www.imdb.com/title/tt1542344/,FoxS,18335230,916,264851.0,4.0,0.0,2.0,matched (3),1.0,256.0,matched (3),4.0,matched (3),82.0,123.2,7.599999900000001,2.1645999,matched (3),127 Hours,0.0,0.0,0.0,0.0,0,2010-11-05,2011-04-14,10,160765568.0,94.333336
1705,1705,2011,180,The Grace Card,http://www.boxofficemojo.com/movies/?id=gracecard.htm,2430735,33400000.0,90.0,,0,0,0,0,,http://www.imdb.com/title/tt1544600/,Gold.,2430735,352,1010299.0,352.0,0.0,1.0,matched (3),0.0,2.0,matched (3),1.0,matched (3),43.0,304.60001,6.599999900000001,8.031840299999999,matched (3),The Grace Card,0.0,0.0,0.0,0.0,0,2011-02-25,2011-04-21,10,160765568.0,94.333336
1706,1706,2011,127,Judy Moody and the NOT Bummer Summer,http://www.boxofficemojo.com/movies/?id=judymoody.htm,15013650,677990.0,91.0,20000000.0,0,0,0,0,,http://www.imdb.com/title/tt1547230/,Rela.,15013650,2524,6076859.0,2524.0,0.0,1.0,matched (3),0.0,12.0,matched (3),2.0,matched (3),37.0,103.3,4.1999998,10.4946,matched (3),Judy Moody and the Not Bummer Summer,0.0,0.0,0.0,0.0,0,2011-06-10,2011-08-18,10,160765568.0,94.333336
1707,1707,2012,106,Premium Rush,http://www.boxofficemojo.com/movies/?id=premiumrush.htm,20275446,10808153.0,91.0,35000000.0,1,0,0,0,,http://www.imdb.com/title/tt1547234/,Sony,20275446,2255,6030164.0,2255.0,0.0,1.0,matched (3),0.0,6.0,matched (3),3.0,matched (3),66.0,209.89999,6.5,2.388,matched (3),Premium Rush,0.0,0.0,0.0,0.0,0,2012-08-24,2012-10-21,10,160765568.0,94.333336
1708,1708,2013,128,The Last Stand,http://www.boxofficemojo.com/movies/?id=laststand.htm,12050299,36280458.0,107.0,45000000.0,0,0,1,0,,http://www.imdb.com/title/tt1549920/,LGF,12050299,2913,6281433.0,2913.0,0.0,1.0,matched (3),0.0,2.0,matched (3),3.0,matched (3),54.0,253.8,6.4000001,2.9915599999999998,matched (3),The Last Stand,0.0,1.0,1.0,0.0,0,2013-01-18,2013-02-28,10,160765568.0,94.333336
1709,1709,2011,185,A Better Life,http://www.boxofficemojo.com/movies/?id=abetterlife.htm,1759252,,97.0,10000000.0,0,0,0,0,,http://www.imdb.com/title/tt1554091/,Sum.,1759252,216,62087.0,4.0,0.0,1.0,matched (3),1.0,15.0,matched (3),2.0,matched (3),64.0,282.79999,7.1999998,2.5622001,matched (3),A Better Life,0.0,0.0,0.0,0.0,0,2011-06-24,2011-09-01,10,160765568.0,94.333336
1710,1710,2010,116,Country Strong,http://www.boxofficemojo.com/movies/?id=countrystrong.htm,20218921,310273.0,112.0,15000000.0,1,0,0,0,,http://www.imdb.com/title/tt1555064/,SGem,20218921,1441,30452.0,2.0,0.0,1.0,matched (3),1.0,21.0,matched (3),2.0,matched (3),45.0,259.20001,6.3000002,4.6260900000000005,matched (3),Country Strong,1.0,0.0,1.0,0.0,0,2010-12-22,2011-02-17,10,160765568.0,94.333336
1711,1711,2013,112,Beautiful Creatures (2013),http://www.boxofficemojo.com/movies/?id=beautifulcreatures13.htm,19452138,40600000.0,132.0,60000000.0,1,0,0,0,,http://www.imdb.com/title/tt1559547/,WB,19452138,2950,7582595.0,2950.0,0.0,1.0,matched (3),0.0,10.0,matched (3),3.0,matched (3),52.0,514.7000099999999,6.1999998,4.5671601,matched (3),Beautiful Creatures,0.0,0.0,0.0,0.0,0,2013-02-14,2013-04-11,10,160765568.0,94.333336
1712,1712,2010,183,Restrepo,http://www.boxofficemojo.com/movies/?id=restrepo.htm,1330894,105497.0,94.0,,0,0,1,0,,http://www.imdb.com/title/tt1559549/,NGE,1330894,52,35581.0,2.0,0.0,1.0,matched (3),1.0,48.0,matched (3),2.0,matched (3),85.0,121.0,7.5,2.7277501,matched (3),Restrepo,0.0,0.0,0.0,0.0,1,2010-06-25,2010-12-05,10,160765568.0,94.333336
1713,1713,2012,119,The Master,http://www.boxofficemojo.com/movies/?id=themaster.htm,16377274,11880786.0,137.0,,0,0,1,0,,http://www.imdb.com/title/tt1560747/,Wein.,16377274,864,736311.0,5.0,0.0,1.0,matched (3),1.0,277.0,matched (3),1.0,matched (3),86.0,247.3,7.099999900000001,3.77159,matched (3),The Master,0.0,0.0,0.0,0.0,0,2012-09-14,2013-03-14,10,160765568.0,94.333336
1714,1714,2012,63,The Devil Inside,http://www.boxofficemojo.com/movies/?id=devilinside.htm,53261944,48496546.0,87.0,1000000.0,1,0,1,0,,http://www.imdb.com/title/tt1560985/,Par.,53261944,2551,33732515.0,2285.0,0.0,4.0,matched (3),0.0,4.0,matched (3),1.0,matched (3),18.0,553.7000099999999,4.1999998,6.24156,matched (3),The Devil Inside,0.0,0.0,0.0,0.0,0,2012-01-06,2012-03-22,10,160765568.0,94.333336
1715,1715,2010,187,Golmaal 3,http://www.boxofficemojo.com/movies/?id=golmaal3.htm,1132192,935479.0,155.0,,0,0,0,1,,http://www.imdb.com/title/tt1562859/,Eros,1132192,86,626432.0,86.0,1.0,1.0,matched (3),0.0,7.0,matched (3),2.0,matched (3),,,5.4000001,5.6979599,matched (3),Golmaal 3,,,,,0,2010-11-05,2010-11-25,0,160765568.0,94.333336
1716,1716,2011,179,RA One,http://www.boxofficemojo.com/movies/?id=raone.htm,2511689,33400000.0,,,0,0,0,1,,http://www.imdb.com/title/tt1562871/,Eros,2511689,189,,189.0,0.0,2.0,matched (3),0.0,21.0,matched (3),3.0,matched (3),60.0,631.25,4.8000002,12.8562,matched (3),Ra.One,0.0,1.0,1.0,0.0,0,2011-10-26,2011-12-01,8,160765568.0,94.333336
1717,1717,2011,171,Zindagi Na Milegi Dobara,http://www.boxofficemojo.com/movies/?id=zindagi.htm,3108485,,155.0,,0,0,0,1,,http://www.imdb.com/title/tt1562872/,Eros,3108485,100,960548.0,100.0,1.0,1.0,matched (3),0.0,46.0,matched (3),5.0,matched (3),,,8.1000004,3.3367901,matched (3),Zindagi Na Milegi Dobara,,,,,0,2011-07-15,2011-09-22,0,160765568.0,94.333336
1718,1718,2011,130,One Day,http://www.boxofficemojo.com/movies/?id=oneday.htm,13843771,45545662.0,107.0,15000000.0,0,0,0,0,,http://www.imdb.com/title/tt1563738/,Focus,13843771,1725,5079566.0,1719.0,0.0,2.0,matched (3),0.0,2.0,matched (3),2.0,matched (3),48.0,159.0,7.0,3.21,matched (3),One Day,1.0,0.0,1.0,0.0,0,2011-08-19,2011-09-22,10,160765568.0,94.333336
1719,1719,2011,51,Dolphin Tale,http://www.boxofficemojo.com/movies/?id=dolphintale.htm,72286779,23117618.0,112.0,37000000.0,1,0,0,0,,http://www.imdb.com/title/tt1564349/,WB,72286779,3515,19152401.0,3507.0,0.0,1.0,matched (3),0.0,6.0,matched (3),2.0,matched (3),64.0,63.299999,6.900000099999999,3.9327900000000002,matched (3),Dolphin Tale,0.0,0.0,0.0,0.0,0,2011-09-23,2012-01-26,10,160765568.0,94.333336
1720,1720,2011,27,Just Go With It,http://www.boxofficemojo.com/movies/?id=thepretendwife.htm,103028109,111917482.0,110.0,80000000.0,1,0,0,0,,http://www.imdb.com/title/tt1564367/,Sony,103028109,3548,30514732.0,3548.0,0.0,1.0,matched (3),0.0,19.0,matched (3),2.0,matched (3),33.0,155.8,6.4000001,3.5648,matched (3),Just Go with It,0.0,0.0,0.0,0.0,0,2011-02-11,2011-05-19,10,160765568.0,94.333336
1721,1721,2010,112,Skyline,http://www.boxofficemojo.com/movies/?id=skyline.htm,21393620,45427416.0,100.0,10000000.0,1,0,0,0,,http://www.imdb.com/title/tt1564585/,Uni.,21393620,2883,11692415.0,2880.0,0.0,1.0,matched (3),0.0,1.0,matched (3),3.0,matched (3),26.0,216.3,4.4000001,5.5117602,matched (3),Skyline,0.0,0.0,0.0,0.0,1,2010-11-12,2010-12-21,10,160765568.0,94.333336
1722,1722,2012,151,For Greater Glory,http://www.boxofficemojo.com/movies/?id=forgreaterglory.htm,5672846,3950000.0,143.0,,0,0,1,0,,http://www.imdb.com/title/tt1566501/,ArcEnt,5672846,757,1885608.0,757.0,1.0,1.0,matched (3),0.0,11.0,matched (3),3.0,matched (3),35.0,224.7,6.599999900000001,6.8779997999999996,matched (3),For Greater Glory: The True Story of Cristiada,,,,,0,2012-06-01,2012-08-16,10,160765568.0,94.333336
1723,1723,2010,144,"Waiting forá""Superman""",http://www.boxofficemojo.com/movies/?id=waitingforsuperman.htm,6417135,9322.0,102.0,,0,0,0,0,,http://www.imdb.com/title/tt1566648/,ParV,6417135,330,139033.0,4.0,,,master only (1),1.0,50.0,matched (3),,master only (1),81.0,270.70001,7.5,4.391749900000001,matched (3),Waiting for 'Superman',0.0,0.0,0.0,0.0,0,2010-09-24,2010-12-23,10,160765568.0,94.333336
1724,1724,2010,164,Joan Rivers: A Piece of Work,http://www.boxofficemojo.com/movies/?id=joanrivers.htm,2930687,8627387.0,84.0,,0,0,1,0,,http://www.imdb.com/title/tt1568150/,IFC,2930687,115,164351.0,7.0,0.0,1.0,matched (3),1.0,23.0,matched (3),4.0,matched (3),79.0,80.300003,7.400000099999999,3.4119998999999996,matched (3),Joan Rivers: A Piece of Work,1.0,0.0,1.0,0.0,1,2010-06-11,2010-09-16,10,160765568.0,94.333336
1725,1725,2012,111,Man on a Ledge,http://www.boxofficemojo.com/movies/?id=manonaledge.htm,18620000,27601189.0,102.0,42000000.0,0,0,0,0,,http://www.imdb.com/title/tt1568338/,LG/S,18620000,2998,8001932.0,2998.0,0.0,1.0,matched (3),0.0,1.0,matched (3),3.0,matched (3),40.0,143.7,6.599999900000001,2.3561598999999998,matched (3),Man on a Ledge,0.0,0.0,0.0,0.0,0,2012-01-27,2012-03-01,10,160765568.0,94.333336
1726,1726,2011,28,The Girl with the Dragon Tattoo (2011),http://www.boxofficemojo.com/movies/?id=girldragontattoo11.htm,102515793,130101637.0,160.0,90000000.0,1,0,1,0,,http://www.imdb.com/title/tt1568346/,Sony,102515793,2950,12768604.0,2914.0,0.0,3.0,matched (3),1.0,190.0,matched (3),4.0,matched (3),71.0,181.60001,7.8000002,2.1986001,matched (3),The Girl with the Dragon Tattoo,0.0,0.0,0.0,0.0,1,2011-12-21,2012-03-22,10,160765568.0,94.333336
1727,1727,2011,41,War Horse,http://www.boxofficemojo.com/movies/?id=warhorse.htm,79884879,97700000.0,146.0,66000000.0,1,0,0,0,,http://www.imdb.com/title/tt1568911/,BV,79884879,2856,7515402.0,2376.0,0.0,2.0,matched (3),1.0,148.0,matched (3),2.0,matched (3),72.0,468.20000999999996,7.1999998,3.2295599,matched (3),War Horse,0.0,0.0,0.0,0.0,0,2011-12-25,2012-05-03,10,160765568.0,94.333336
1728,1728,2012,108,The Secret World of Arrietty,http://www.boxofficemojo.com/movies/?id=arrietty.htm,19202743,126368084.0,94.0,,1,1,0,0,,http://www.imdb.com/title/tt1568921/,BV,19202743,1522,6446395.0,1522.0,1.0,1.0,matched (3),0.0,23.0,matched (3),4.0,matched (3),80.0,84.400002,7.599999900000001,2.1387999,matched (3),The Secret World of Arrietty,,,,,0,2012-02-17,2012-06-07,10,160765568.0,94.333336
1729,1729,2011,36,"Crazy, Stupid, Love.",http://www.boxofficemojo.com/movies/?id=crazystupidlove.htm,84351197,58500000.0,107.0,50000000.0,1,0,0,0,,http://www.imdb.com/title/tt1570728/,WB,84351197,3020,19104303.0,3020.0,0.0,1.0,matched (3),1.0,28.0,matched (3),3.0,matched (3),68.0,268.70001,7.400000099999999,2.1480401000000002,matched (3),"Crazy, Stupid, Love.",0.0,0.5,0.5,0.0,1,2011-07-29,2011-11-24,10,160765568.0,94.333336
1730,1730,2011,152,A Dangerous Method,http://www.boxofficemojo.com/movies/?id=dangerousmethod.htm,5704709,21757332.0,99.0,,1,0,1,0,,http://www.imdb.com/title/tt1571222/,SPC,5704709,365,167953.0,4.0,1.0,4.0,matched (3),1.0,85.0,matched (3),3.0,matched (3),76.0,513.7999900000001,6.4000001,2.6947601000000003,matched (3),A Dangerous Method,0.0,0.0,0.0,0.0,0,2011-11-23,2012-05-03,10,160765568.0,94.333336
1731,1731,2014,145,The Skeleton Twins,http://www.boxofficemojo.com/movies/?id=skeletontwins.htm,5284309,,93.0,,0,0,1,0,,http://www.imdb.com/title/tt1571249/,RAtt.,5284309,461,380691.0,15.0,0.0,1.0,matched (3),1.0,17.0,matched (3),2.0,matched (3),74.0,98.0,6.8000002,2.5738399,matched (3),The Skeleton Twins,0.0,0.0,0.0,0.0,0,2014-09-12,2014-12-25,10,160765568.0,94.333336
1732,1732,2010,190,Tees Maar Khan,http://www.boxofficemojo.com/movies/?id=teesmaarkhan.htm,1076443,1377971.0,135.0,,0,0,0,1,,http://www.imdb.com/title/tt1572311/,UTV,1076443,108,539793.0,108.0,1.0,1.0,matched (3),0.0,6.0,matched (3),4.0,matched (3),,,2.5999999,9.335240400000002,matched (3),Tees Maar Khan,,,,,0,2010-12-22,2011-01-20,0,160765568.0,94.333336
1733,1733,2013,84,Texas Chainsaw 3D,http://www.boxofficemojo.com/movies/?id=texaschainsaw3d.htm,34341945,12900000.0,92.0,,0,0,1,0,,http://www.imdb.com/title/tt1572315/,LGF,34341945,2659,21744470.0,2654.0,0.0,1.0,matched (3),0.0,9.0,matched (3),2.0,matched (3),,,4.8000002,5.7565598,matched (3),Texas Chainsaw 3D,0.0,0.0,0.0,0.0,0,2013-01-04,2013-02-28,0,160765568.0,94.333336
1734,1734,2010,186,Housefull,http://www.boxofficemojo.com/movies/?id=housefull.htm,1183658,1156892.0,135.0,,0,0,0,1,,http://www.imdb.com/title/tt1573072/,Eros,1183658,82,642156.0,82.0,1.0,1.0,matched (3),0.0,18.0,matched (3),1.0,matched (3),,,5.5,7.97575,matched (3),Housefull,,,,,0,2010-04-30,2010-05-20,0,160765568.0,94.333336
1735,1735,2011,68,The Dilemma,http://www.boxofficemojo.com/movies/?id=howardvaughnjames.htm,48475290,21246676.0,118.0,70000000.0,1,0,0,0,,http://www.imdb.com/title/tt1578275/,Uni.,48475290,2943,17816230.0,2940.0,0.0,1.0,matched (3),0.0,1.0,matched (3),2.0,matched (3),46.0,134.5,5.3000002,3.4767101,matched (3),The Dilemma,0.0,0.0,0.0,0.0,0,2011-01-14,2011-03-03,10,160765568.0,94.333336
1736,1736,2012,199,Chasing Ice,http://www.boxofficemojo.com/movies/?id=chasingice.htm,1328467,,76.0,,0,0,0,0,,http://www.imdb.com/title/tt1579361/,SD,1328467,53,,,0.0,1.0,matched (3),1.0,17.0,matched (3),2.0,matched (3),75.0,137.7,7.8000002,2.3657601,matched (3),Chasing Ice,0.0,0.0,0.0,0.0,0,2012-11-09,2013-05-02,10,160765568.0,94.333336
1737,1737,2012,96,House at the End of The Street,http://www.boxofficemojo.com/movies/?id=houseattheendofthestreet.htm,31611916,12675215.0,101.0,10000000.0,0,0,0,0,,http://www.imdb.com/title/tt1582507/,Rela.,31611916,3083,12287234.0,3083.0,0.0,2.0,matched (3),0.0,9.0,matched (3),3.0,matched (3),31.0,234.89999,5.5999999,3.8831601000000004,matched (3),House at the End of the Street,0.0,1.0,1.0,1.0,0,2012-09-21,2012-12-20,10,160765568.0,94.333336
1738,1738,2011,90,Larry Crowne,http://www.boxofficemojo.com/movies/?id=larrycrowne.htm,35608245,36400000.0,99.0,30000000.0,1,0,0,0,,http://www.imdb.com/title/tt1583420/,Uni.,35608245,2976,13096065.0,2973.0,0.0,1.0,matched (3),0.0,2.0,matched (3),3.0,matched (3),41.0,302.79999,6.0999999,3.1448099999999997,matched (3),Larry Crowne,0.0,0.0,0.0,0.0,0,2011-07-01,2011-08-18,10,160765568.0,94.333336
1739,1739,2013,25,G.I. Joe: Retaliation,http://www.boxofficemojo.com/movies/?id=gijoe2.htm,122523060,253217645.0,99.0,130000000.0,1,0,0,0,,http://www.imdb.com/title/tt1583421/,Par.,122523060,3734,40501814.0,3719.0,0.0,1.0,matched (3),0.0,12.0,matched (3),4.0,matched (3),41.0,328.79999,5.8000002,4.2733998,matched (3),G.I. Joe: Retaliation,0.0,1.0,1.0,0.0,0,2013-03-28,2013-07-18,10,160765568.0,94.333336
1740,1740,2010,161,Catfish,http://www.boxofficemojo.com/movies/?id=catfish.htm,3237343,242271.0,94.0,,0,0,0,0,,http://www.imdb.com/title/tt1584016/,Rog.,3237343,143,257285.0,12.0,0.0,1.0,matched (3),0.0,10.0,matched (3),1.0,matched (3),65.0,307.70001,7.099999900000001,3.174,matched (3),Catfish,0.0,0.0,0.0,0.0,1,2010-09-17,2010-12-02,10,160765568.0,94.333336
1741,1741,2012,81,What to Expect When You're Expecting,http://www.boxofficemojo.com/movies/?id=whattoexpect.htm,41152203,43231799.0,110.0,40000000.0,0,0,0,0,,http://www.imdb.com/title/tt1586265/,LGF,41152203,3021,10547068.0,3021.0,0.0,1.0,matched (3),0.0,12.0,matched (3),3.0,matched (3),41.0,334.0,5.6999998,3.87658,matched (3),What to Expect When You're Expecting,0.0,0.0,0.0,0.0,0,2012-05-18,2012-08-02,10,160765568.0,94.333336
1742,1742,2014,8,Maleficent,http://www.boxofficemojo.com/movies/?id=maleficient.htm,241410378,517129407.0,97.0,180000000.0,1,0,0,0,,http://www.imdb.com/title/tt1587310/,BV,241410378,3948,69431298.0,3948.0,0.0,2.0,matched (3),1.0,79.0,matched (3),5.0,matched (3),56.0,128.5,7.0,3.2090001,matched (3),Maleficent,0.0,0.0,0.0,0.0,0,2014-05-30,2014-12-04,10,160765568.0,94.333336
1743,1743,2010,159,Exit Through the Gift Shop,http://www.boxofficemojo.com/movies/?id=exitthroughthegiftshop.htm,3291250,2017368.0,87.0,,0,0,1,0,,http://www.imdb.com/title/tt1587707/,PDA,3291250,46,170756.0,8.0,1.0,1.0,matched (3),1.0,63.0,matched (3),4.0,matched (3),85.0,93.599998,8.0,2.075,matched (3),Exit Through the Gift Shop,,,,,0,2010-04-16,2010-11-04,10,160765568.0,94.333336
1744,1744,2013,53,Warm Bodies,http://www.boxofficemojo.com/movies/?id=warmbodies.htm,66380662,50600000.0,97.0,35000000.0,0,0,0,0,,http://www.imdb.com/title/tt1588173/,LG/S,66380662,3009,20353967.0,3009.0,0.0,2.0,matched (3),0.0,10.0,matched (3),3.0,matched (3),60.0,206.0,6.900000099999999,3.23278,matched (3),Warm Bodies,0.0,0.0,0.0,0.0,0,2013-02-01,2013-05-09,10,160765568.0,94.333336
1745,1745,2012,155,"Jeff, Who Lives at Home",http://www.boxofficemojo.com/movies/?id=jeffwholivesathome.htm,4269426,148154.0,83.0,,0,0,1,0,,http://www.imdb.com/title/tt1588334/,ParV,4269426,513,855709.0,254.0,0.0,1.0,matched (3),,,master only (1),2.0,matched (3),60.0,300.0,6.5,2.8297501,matched (3),"Jeff, Who Lives at Home",0.0,0.0,0.0,0.0,1,2012-03-16,2012-05-17,10,160765568.0,94.333336
1746,1746,2011,164,Of Gods and Men,http://www.boxofficemojo.com/movies/?id=ofgodsandmen.htm,3954651,38196671.0,122.0,,1,0,0,0,,http://www.imdb.com/title/tt1588337/,SPC,3954651,120,308895.0,33.0,1.0,1.0,matched (3),1.0,58.0,matched (3),1.0,matched (3),86.0,308.60001,7.1999998,3.1835999,matched (3),Om guder og mennesker,,,,,0,2011-02-25,2011-07-07,10,160765568.0,94.333336
1747,1747,2011,64,Insidious,http://www.boxofficemojo.com/movies/?id=insidious.htm,54009150,43000000.0,98.0,1500000.0,0,0,0,0,,http://www.imdb.com/title/tt1591095/,FD,54009150,2419,13271464.0,2408.0,0.0,2.0,matched (3),0.0,22.0,matched (3),4.0,matched (3),52.0,408.70001,6.900000099999999,3.2964001000000005,matched (3),Insidious,0.0,1.0,1.0,0.0,0,2011-04-01,2011-09-08,10,160765568.0,94.333336
1748,1748,2012,42,Act of Valor,http://www.boxofficemojo.com/movies/?id=actofvalor.htm,70012847,11259919.0,111.0,12000000.0,0,0,1,0,,http://www.imdb.com/title/tt1591479/,Rela.,70012847,3053,24476632.0,3039.0,0.0,1.0,matched (3),1.0,10.0,matched (3),5.0,matched (3),40.0,543.2000099999999,6.5,4.6015,matched (3),Act of Valor,0.0,0.0,0.0,0.0,1,2012-02-24,2012-06-07,10,160765568.0,94.333336
1749,1749,2012,125,Lockout,http://www.boxofficemojo.com/movies/?id=lockout.htm,14326864,17877166.0,110.0,20000000.0,0,0,0,0,,http://www.imdb.com/title/tt1592525/,FD,14326864,2335,6231836.0,2308.0,1.0,1.0,matched (3),0.0,2.0,matched (3),4.0,matched (3),48.0,295.39999,6.0999999,3.0571898999999996,matched (3),Lockout,,,,,1,2012-04-13,2012-05-24,10,160765568.0,94.333336
1750,1750,2011,6,Fast Five,http://www.boxofficemojo.com/movies/?id=fastfive.htm,209837675,416300000.0,130.0,125000000.0,1,0,0,0,,http://www.imdb.com/title/tt1596343/,Uni.,209837675,3793,86198765.0,3644.0,0.0,1.0,matched (3),0.0,76.0,matched (3),3.0,matched (3),66.0,126.7,7.3000002,3.2124,matched (3),Fast Five,0.0,1.0,1.0,0.0,0,2011-04-29,2011-08-11,10,160765568.0,94.333336
1751,1751,2015,176,Pawn Sacrifice,http://www.boxofficemojo.com/movies/?id=pawnsacrifice.htm,2436633,2910661.0,114.0,,0,0,0,0,,http://www.imdb.com/title/tt1596345/,BST,2436633,781,202053.0,33.0,0.0,2.0,matched (3),0.0,2.0,matched (3),2.0,matched (3),65.0,169.89999,7.0,1.9069999,matched (3),Pawn Sacrifice,0.0,0.0,0.0,0.0,0,2015-09-16,2015-12-17,10,160765568.0,94.333336
1752,1752,2011,72,Soul Surfer,http://www.boxofficemojo.com/movies/?id=soulsurfer.htm,43853424,3235566.0,105.0,18000000.0,0,0,0,0,,http://www.imdb.com/title/tt1596346/,TriS,43853424,2240,10601862.0,2214.0,0.0,1.0,matched (3),0.0,12.0,matched (3),4.0,matched (3),53.0,234.89999,7.099999900000001,3.70559,matched (3),Soul Surfer,0.0,0.0,0.0,0.0,0,2011-04-08,2011-07-21,10,160765568.0,94.333336
1753,1753,2012,59,This Means War,http://www.boxofficemojo.com/movies/?id=thismeanwar.htm,54760791,101730488.0,97.0,65000000.0,1,0,0,0,,http://www.imdb.com/title/tt1596350/,Fox,54760791,3189,17405930.0,3189.0,0.0,1.0,matched (3),0.0,7.0,matched (3),3.0,matched (3),31.0,373.0,6.3000002,3.41151,matched (3),This Means War,0.0,0.0,0.0,0.0,0,2012-02-17,2012-06-14,10,160765568.0,94.333336
