,Columns are already created in the csv file at the rightest side,imdbcrewcastlink,year,imdbfilmtitle,role,imdbfilmlink,bomtitle,bomlink,starpower-director,name_id,releasedate,prior10weeksDate
462,Jill Culton,http://www.imdb.com/name/nm0191717/,2006,Open Season,Director,http://www.imdb.com/title/tt0400717/,Open Season,http://www.boxofficemojo.com/movies/?id=openseason06.htm,51777,nm0191717,9/29/2006,7/21/2006
463,Roger Allers,http://www.imdb.com/name/nm0021249/,2006,Open Season,Director,http://www.imdb.com/title/tt0400717/,Open Season,http://www.boxofficemojo.com/movies/?id=openseason06.htm,22244,nm0021249,9/29/2006,7/21/2006
464,Julian Schnabel,http://www.imdb.com/name/nm0773603/,2007,The Diving Bell and the Butterfly,Director,http://www.imdb.com/title/tt0401383/,The Diving Bell and the Butterfly,http://www.boxofficemojo.com/movies/?id=divingbellandthebutterfly.htm,6212,nm0773603,11/30/2007,9/21/2007
465,Ridley Scott,http://www.imdb.com/name/nm0000631/,2006,A Good Year,Director,http://www.imdb.com/title/tt0401445/,A Good Year,http://www.boxofficemojo.com/movies/?id=goodyear.htm,1052,nm0000631,11/10/2006,9/1/2006
466,Mark Cowen,http://www.imdb.com/name/nm0184729/,2005,Magnificent Desolation: Walking on the Moon 3D,Director,http://www.imdb.com/title/tt0401623/,Magnificent Desolation (IMAX),http://www.boxofficemojo.com/movies/?id=magnificentdesolationimax.htm,119939,nm0184729,9/23/2005,7/15/2005
467,Alexander Payne,http://www.imdb.com/name/nm0668247/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,2293,nm0668247,5/4/2007,2/23/2007
468,Vincenzo Natali,http://www.imdb.com/name/nm0622112/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,9341,nm0622112,5/4/2007,2/23/2007
469,Frédéric Auburtin,http://www.imdb.com/name/nm0041474/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,34589,nm0041474,5/4/2007,2/23/2007
470,Christopher Doyle,http://www.imdb.com/name/nm0236313/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,9718,nm0236313,5/4/2007,2/23/2007
471,Tom Tykwer,http://www.imdb.com/name/nm0878756/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,2817,nm0878756,5/4/2007,2/23/2007
472,Daniela Thomas,http://www.imdb.com/name/nm0858680/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,42144,nm0858680,5/4/2007,2/23/2007
473,Wes Craven,http://www.imdb.com/name/nm0000127/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,2250,nm0000127,5/4/2007,2/23/2007
474,Gérard Depardieu,http://www.imdb.com/name/nm0000367/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,1192,nm0000367,5/4/2007,2/23/2007
475,Joel Coen,http://www.imdb.com/name/nm0001054/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,1477,nm0001054,5/4/2007,2/23/2007
476,Nobuhiro Suwa,http://www.imdb.com/name/nm0840485/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,30164,nm0840485,5/4/2007,2/23/2007
477,Oliver Schmitz,http://www.imdb.com/name/nm0005628/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,36493,nm0005628,5/4/2007,2/23/2007
478,Bruno Podalydès,http://www.imdb.com/name/nm0687913/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,27955,nm0687913,5/4/2007,2/23/2007
479,Olivier Assayas,http://www.imdb.com/name/nm0000801/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,10725,nm0000801,5/4/2007,2/23/2007
480,Sylvain Chomet,http://www.imdb.com/name/nm0158984/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,16735,nm0158984,5/4/2007,2/23/2007
481,Walter Salles,http://www.imdb.com/name/nm0758574/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,6660,nm0758574,5/4/2007,2/23/2007
482,Ethan Coen,http://www.imdb.com/name/nm0001053/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,3498,nm0001053,5/4/2007,2/23/2007
483,Gurinder Chadha,http://www.imdb.com/name/nm0149446/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,6431,nm0149446,5/4/2007,2/23/2007
484,Gus Van Sant,http://www.imdb.com/name/nm0001814/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,2653,nm0001814,5/4/2007,2/23/2007
485,Alfonso Cuarón,http://www.imdb.com/name/nm0190859/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,1033,nm0190859,5/4/2007,2/23/2007
486,Richard LaGravenese,http://www.imdb.com/name/nm0481418/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,11920,nm0481418,5/4/2007,2/23/2007
487,Isabel Coixet,http://www.imdb.com/name/nm0170043/,2006,"Paris, je t'aime",Director,http://www.imdb.com/title/tt0401711/,"Paris, je t'aime",http://www.boxofficemojo.com/movies/?id=parisjetaime.htm,12025,nm0170043,5/4/2007,2/23/2007
488,Andrew Stanton,http://www.imdb.com/name/nm0004056/,2012,John Carter,Director,http://www.imdb.com/title/tt0401729/,John Carter,http://www.boxofficemojo.com/movies/?id=johncarterofmars.htm,3743,nm0004056,3/9/2012,12/30/2011
489,Robert Rodriguez,http://www.imdb.com/name/nm0001675/,2005,Sin City,Director,http://www.imdb.com/title/tt0401792/,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,761,nm0001675,4/1/2005,1/21/2005
490,Frank Miller,http://www.imdb.com/name/nm0588340/,2005,Sin City,Director,http://www.imdb.com/title/tt0401792/,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,1307,nm0588340,4/1/2005,1/21/2005
491,Quentin Tarantino,http://www.imdb.com/name/nm0000233/,2005,Sin City,Director,http://www.imdb.com/title/tt0401792/,Sin City,http://www.boxofficemojo.com/movies/?id=sincity.htm,124,nm0000233,4/1/2005,1/21/2005
492,Len Wiseman,http://www.imdb.com/name/nm0936482/,2006,Underworld: Evolution,Director,http://www.imdb.com/title/tt0401855/,Underworld: Evolution,http://www.boxofficemojo.com/movies/?id=underworld2.htm,2549,nm0936482,1/20/2006,11/11/2005
493,Billy Ray,http://www.imdb.com/name/nm0712753/,2007,Breach,Director,http://www.imdb.com/title/tt0401997/,Breach,http://www.boxofficemojo.com/movies/?id=breach.htm,9946,nm0712753,2/16/2007,12/8/2006
494,Karyn Kusama,http://www.imdb.com/name/nm0476201/,2005,Æon Flux,Director,http://www.imdb.com/title/tt0402022/,Aeon Flux,http://www.boxofficemojo.com/movies/?id=aeonflux.htm,8369,nm0476201,12/2/2005,9/23/2005
495,Terrence Malick,http://www.imdb.com/name/nm0000517/,2005,The New World,Director,http://www.imdb.com/title/tt0402399/,The New World,http://www.boxofficemojo.com/movies/?id=newworld.htm,2644,nm0000517,12/25/2005,10/16/2005
496,Lasse Hallström,http://www.imdb.com/name/nm0002120/,2005,Casanova,Director,http://www.imdb.com/title/tt0402894/,Casanova,http://www.boxofficemojo.com/movies/?id=casanova.htm,3240,nm0002120,12/25/2005,10/16/2005
497,Bruce Hunt,http://www.imdb.com/name/nm0402365/,2005,The Cave,Director,http://www.imdb.com/title/tt0402901/,The Cave,http://www.boxofficemojo.com/movies/?id=cave.htm,20436,nm0402365,8/26/2005,6/17/2005
498,Steve Boyum,http://www.imdb.com/name/nm0102434/,2005,Supercross,Director,http://www.imdb.com/title/tt0403016/,Supercross,http://www.boxofficemojo.com/movies/?id=supercross.htm,21796,nm0102434,8/17/2005,6/8/2005
499,Malcolm D. Lee,http://www.imdb.com/name/nm0002700/,2005,Roll Bounce,Director,http://www.imdb.com/title/tt0403455/,Roll Bounce,http://www.boxofficemojo.com/movies/?id=rollbounce.htm,9269,nm0002700,9/23/2005,7/15/2005
500,Ken Kwapis,http://www.imdb.com/name/nm0477129/,2005,The Sisterhood of the Traveling Pants,Director,http://www.imdb.com/title/tt0403508/,The Sisterhood of the Traveling Pants,http://www.boxofficemojo.com/movies/?id=travelingpants.htm,12148,nm0477129,6/1/2005,3/23/2005
501,Damon Dash,http://www.imdb.com/name/nm0201965/,2005,State Property: Blood on the Streets,Director,http://www.imdb.com/title/tt0403537/,State Property 2,http://www.boxofficemojo.com/movies/?id=stateproperty2.htm,2869,nm0201965,4/13/2005,2/2/2005
502,Miguel Arteta,http://www.imdb.com/name/nm0037708/,2009,Youth in Revolt,Director,http://www.imdb.com/title/tt0403702/,Youth in Revolt,http://www.boxofficemojo.com/movies/?id=youthinrevolt.htm,13320,nm0037708,1/8/2010,10/30/2009
503,Hatsuki Tsuji,http://www.imdb.com/name/nm1022334/,2004,Yu-Gi-Oh!: The Movie,Director,http://www.imdb.com/title/tt0403703/,Yu-Gi-Oh! The Movie,http://www.boxofficemojo.com/movies/?id=yugioh.htm,553065,nm1022334,8/13/2004,6/4/2004
504,Liev Schreiber,http://www.imdb.com/name/nm0000630/,2005,Everything Is Illuminated,Director,http://www.imdb.com/title/tt0404030/,Everything Is Illuminated,http://www.boxofficemojo.com/movies/?id=everythingisilluminated.htm,1232,nm0000630,9/16/2005,7/8/2005
505,Scott Derrickson,http://www.imdb.com/name/nm0220600/,2005,The Exorcism of Emily Rose,Director,http://www.imdb.com/title/tt0404032/,The Exorcism of Emily Rose,http://www.boxofficemojo.com/movies/?id=exorcismofemilyrose.htm,17814,nm0220600,9/9/2005,7/1/2005
506,Todd Field,http://www.imdb.com/name/nm0276062/,2006,Little Children,Director,http://www.imdb.com/title/tt0404203/,Little Children,http://www.boxofficemojo.com/movies/?id=littlechildren.htm,5808,nm0276062,10/6/2006,7/28/2006
507,Wayne Kramer,http://www.imdb.com/name/nm0469694/,2006,Running Scared,Director,http://www.imdb.com/title/tt0404390/,Running Scared,http://www.boxofficemojo.com/movies/?id=runningscared05.htm,13668,nm0469694,2/24/2006,12/16/2005
508,Florian Henckel von Donnersmarck,http://www.imdb.com/name/nm0003697/,2006,The Lives of Others,Director,http://www.imdb.com/title/tt0405094/,The Lives of Others,http://www.boxofficemojo.com/movies/?id=livesofothers.htm,14596,nm0003697,2/9/2007,12/1/2006
509,Clint Eastwood,http://www.imdb.com/name/nm0000142/,2004,Million Dollar Baby,Director,http://www.imdb.com/title/tt0405159/,Million Dollar Baby,http://www.boxofficemojo.com/movies/?id=milliondollarbaby.htm,163,nm0000142,12/15/2004,10/6/2004
510,Richard Linklater,http://www.imdb.com/name/nm0000500/,2006,A Scanner Darkly,Director,http://www.imdb.com/title/tt0405296/,A Scanner Darkly,http://www.boxofficemojo.com/movies/?id=scannerdarkly.htm,1426,nm0000500,7/7/2006,4/28/2006
511,Mike Mitchell,http://www.imdb.com/name/nm0593610/,2005,Sky High,Director,http://www.imdb.com/title/tt0405325/,Sky High,http://www.boxofficemojo.com/movies/?id=skyhigh.htm,15100,nm0593610,7/29/2005,5/20/2005
512,Carlos Cuarón,http://www.imdb.com/name/nm0190860/,2008,Rudo y Cursi,Director,http://www.imdb.com/title/tt0405393/,Rudo Y Cursi,http://www.boxofficemojo.com/movies/?id=rudoycursi.htm,15224,nm0190860,5/8/2009,2/27/2009
513,Judd Apatow,http://www.imdb.com/name/nm0031976/,2005,The 40-Year-Old Virgin,Director,http://www.imdb.com/title/tt0405422/,The 40-Year-Old Virgin,http://www.boxofficemojo.com/movies/?id=40yearoldvirgin.htm,4909,nm0031976,8/19/2005,6/10/2005
514,Steve 'Spaz' Williams,http://www.imdb.com/name/nm0931730/,2006,The Wild,Director,http://www.imdb.com/title/tt0405469/,The Wild,http://www.boxofficemojo.com/movies/?id=wild.htm,368892,nm0931730,4/14/2006,2/3/2006
515,Steven Zaillian,http://www.imdb.com/name/nm0001873/,2006,Les fous du roi,Director,http://www.imdb.com/title/tt0405676/,All the King's Men,http://www.boxofficemojo.com/movies/?id=allthekingsmen.htm,8244,nm0001873,9/22/2006,7/14/2006
516,Jon Favreau,http://www.imdb.com/name/nm0269463/,2005,Zathura: A Space Adventure,Director,http://www.imdb.com/title/tt0406375/,Zathura,http://www.boxofficemojo.com/movies/?id=zathura.htm,1337,nm0269463,11/11/2005,9/2/2005
517,Xavier Palud,http://www.imdb.com/name/nm0658837/,2008,The Eye,Director,http://www.imdb.com/title/tt0406759/,The Eye,http://www.boxofficemojo.com/movies/?id=eye07.htm,28868,nm0658837,2/1/2008,11/23/2007
518,David Moreau,http://www.imdb.com/name/nm1219963/,2008,The Eye,Director,http://www.imdb.com/title/tt0406759/,The Eye,http://www.boxofficemojo.com/movies/?id=eye07.htm,20425,nm1219963,2/1/2008,11/23/2007
519,Andrew Davis,http://www.imdb.com/name/nm0001112/,2006,The Guardian,Director,http://www.imdb.com/title/tt0406816/,The Guardian,http://www.boxofficemojo.com/movies/?id=guardian06.htm,7918,nm0001112,9/29/2006,7/21/2006
520,Frank Nissen,http://www.imdb.com/name/nm0632893/,2005,Pooh's Heffalump Movie,Director,http://www.imdb.com/title/tt0407121/,Pooh's Heffalump Movie,http://www.boxofficemojo.com/movies/?id=poohsheffalumpmovie.htm,47721,nm0632893,2/11/2005,12/3/2004
521,Duncan Tucker,http://www.imdb.com/name/nm1053371/,2005,Transamerica,Director,http://www.imdb.com/title/tt0407265/,Transamerica,http://www.boxofficemojo.com/movies/?id=transamerica.htm,18912,nm1053371,12/2/2005,9/23/2005
522,Steven Spielberg,http://www.imdb.com/name/nm0000229/,2005,War of the Worlds,Director,http://www.imdb.com/title/tt0407304/,War of the Worlds,http://www.boxofficemojo.com/movies/?id=waroftheworlds.htm,139,nm0000229,6/29/2005,4/20/2005
523,Martin Scorsese,http://www.imdb.com/name/nm0000217/,2006,The Departed,Director,http://www.imdb.com/title/tt0407887/,The Departed,http://www.boxofficemojo.com/movies/?id=departed.htm,533,nm0000217,10/6/2006,7/28/2006
524,Tim Burton,http://www.imdb.com/name/nm0000318/,2007,Sweeney Todd: The Demon Barber of Fleet Street,Director,http://www.imdb.com/title/tt0408236/,Sweeney Todd: The Demon Barber of Fleet Street,http://www.boxofficemojo.com/movies/?id=sweeneytodd.htm,174,nm0000318,12/21/2007,10/12/2007
525,Steven Spielberg,http://www.imdb.com/name/nm0000229/,2005,Munich,Director,http://www.imdb.com/title/tt0408306/,Munich,http://www.boxofficemojo.com/movies/?id=munich.htm,144,nm0000229,12/23/2005,10/14/2005
526,Richard Loncraine,http://www.imdb.com/name/nm0518644/,2006,Firewall,Director,http://www.imdb.com/title/tt0408345/,Firewall,http://www.boxofficemojo.com/movies/?id=firewall.htm,11582,nm0518644,2/10/2006,12/2/2005
527,Richard Linklater,http://www.imdb.com/name/nm0000500/,2005,Bad News Bears,Director,http://www.imdb.com/title/tt0408524/,Bad News Bears,http://www.boxofficemojo.com/movies/?id=badnewsbears05.htm,1398,nm0000500,7/22/2005,5/13/2005
528,Robert Schwentke,http://www.imdb.com/name/nm0777881/,2005,Flightplan,Director,http://www.imdb.com/title/tt0408790/,Flightplan,http://www.boxofficemojo.com/movies/?id=flightplan.htm,9462,nm0777881,9/23/2005,7/15/2005
529,Bobby Farrelly,http://www.imdb.com/name/nm0268370/,2007,The Heartbreak Kid,Director,http://www.imdb.com/title/tt0408839/,The Heartbreak Kid,http://www.boxofficemojo.com/movies/?id=heartbreakkid.htm,5502,nm0268370,10/5/2007,7/27/2007
530,Peter Farrelly,http://www.imdb.com/name/nm0268380/,2007,The Heartbreak Kid,Director,http://www.imdb.com/title/tt0408839/,The Heartbreak Kid,http://www.boxofficemojo.com/movies/?id=heartbreakkid.htm,6826,nm0268380,10/5/2007,7/27/2007
531,Wayne Wang,http://www.imdb.com/name/nm0911061/,2006,Last Holiday,Director,http://www.imdb.com/title/tt0408985/,Last Holiday,http://www.boxofficemojo.com/movies/?id=lastholiday.htm,7353,nm0911061,1/13/2006,11/4/2005
532,Wolfgang Petersen,http://www.imdb.com/name/nm0000583/,2006,Poseidon,Director,http://www.imdb.com/title/tt0409182/,Poseidon,http://www.boxofficemojo.com/movies/?id=poseidon.htm,2664,nm0000583,5/12/2006,3/3/2006
533,Zack Snyder,http://www.imdb.com/name/nm0811583/,2009,Watchmen,Director,http://www.imdb.com/title/tt0409459/,Watchmen,http://www.boxofficemojo.com/movies/?id=watchmen.htm,1276,nm0811583,3/6/2009,12/26/2008
534,Jon Favreau,http://www.imdb.com/name/nm0269463/,2011,Cowboys & Aliens,Director,http://www.imdb.com/title/tt0409847/,Cowboys & Aliens,http://www.boxofficemojo.com/movies/?id=cowboysandaliens.htm,1008,nm0269463,7/29/2011,5/20/2011
535,Craig Brewer,http://www.imdb.com/name/nm0108132/,2005,Hustle & Flow,Director,http://www.imdb.com/title/tt0410097/,Hustle and Flow,http://www.boxofficemojo.com/movies/?id=hustleandflow.htm,11574,nm0108132,7/22/2005,5/13/2005
536,Alejandro Agresti,http://www.imdb.com/name/nm0002159/,2006,The Lake House,Director,http://www.imdb.com/title/tt0410297/,The Lake House,http://www.boxofficemojo.com/movies/?id=lakehouse.htm,17203,nm0002159,6/16/2006,4/7/2006
537,Mark Levin,http://www.imdb.com/name/nm0505662/,2008,Nim's Island,Director,http://www.imdb.com/title/tt0410377/,Nim's Island,http://www.boxofficemojo.com/movies/?id=nimsisland.htm,23634,nm0505662,4/4/2008,1/25/2008
538,Jennifer Flackett,http://www.imdb.com/name/nm0280814/,2008,Nim's Island,Director,http://www.imdb.com/title/tt0410377/,Nim's Island,http://www.boxofficemojo.com/movies/?id=nimsisland.htm,23785,nm0280814,4/4/2008,1/25/2008
539,Russell Holt,http://www.imdb.com/name/nm1112199/,2004,The Work and the Glory,Director,http://www.imdb.com/title/tt0410454/,The Work and the Glory,http://www.boxofficemojo.com/movies/?id=workandtheglory.htm,102943,nm1112199,11/24/2004,9/15/2004
540,Jon Avnet,http://www.imdb.com/name/nm0000816/,2007,88 Minutes,Director,http://www.imdb.com/title/tt0411061/,88 Minutes,http://www.boxofficemojo.com/movies/?id=88minutes.htm,4540,nm0000816,4/18/2008,2/8/2008
541,Guillermo del Toro,http://www.imdb.com/name/nm0868219/,2008,Hellboy II: The Golden Army,Director,http://www.imdb.com/title/tt0411477/,Hellboy II: The Golden Army,http://www.boxofficemojo.com/movies/?id=hellboy2.htm,106,nm0868219,7/11/2008,5/2/2008
542,Jim Jarmusch,http://www.imdb.com/name/nm0000464/,2005,Broken Flowers,Director,http://www.imdb.com/title/tt0412019/,Broken Flowers,http://www.boxofficemojo.com/movies/?id=brokenflowers.htm,589,nm0000464,8/5/2005,5/27/2005
543,Roger Donaldson,http://www.imdb.com/name/nm0002044/,2005,The World's Fastest Indian,Director,http://www.imdb.com/title/tt0412080/,The World's Fastest Indian,http://www.boxofficemojo.com/movies/?id=worldsfastestindian.htm,4167,nm0002044,12/7/2005,9/28/2005
544,Julian Jarrold,http://www.imdb.com/name/nm0418982/,2008,Brideshead Revisited,Director,http://www.imdb.com/title/tt0412536/,Brideshead Revisited,http://www.boxofficemojo.com/movies/?id=bridesheadrevisited.htm,18405,nm0418982,7/25/2008,5/16/2008
